card_id	reviews	notes_id	character
1580279015558	15	1580279009745	廷 (NP)
1580636481645	15	1580636476020	哟
1582204770936	15	1582204768340	臭
1582656076905	15	1582655944312	冘 (NP)
1583230236245	15	1583230200432	详
1584216850372	15	1584216846823	删
1586930040172	15	1586930035333	股
1587706833546	15	1587706829170	型
1550765343854	14	1550765291170	儿
1550920098094	14	1550920094218	马
1550920211253	14	1550920205422	会
1550920226213	14	1550920221770	国
1550920239107	14	1550920234307	朋
1550920328974	14	1550920324299	名
1551543437435	14	1551543325180	学
1551615415251	14	1551615274917	咱
1551616812271	14	1551616730686	谢
1552214648041	14	1552214543271	岁
1552220605072	14	1552220554607	海
1552220711733	14	1552220686422	用
1552221178628	14	1552221115944	姓
1552221916551	14	1552221840464	啊
1552939203800	14	1552939102484	必
1554033129792	14	1554033025122	立
1554033357545	14	1554033291774	啦
1554628986118	14	1554628910960	姑
1556368141412	14	1556368054104	座
1556369465032	14	1556369371508	辆
1558987172388	14	1558987104783	猪
1558987321085	14	1558987277051	教
1560026509589	14	1560026350207	尼 (no pronounce)
1560109738631	14	1560109653736	所
1560110152967	14	1560110067338	走
1561371173114	14	1561371072040	问
1561372541811	14	1561372517883	算
1561372782022	14	1561372749070	驾
1561373330816	14	1561373294937	情
1561373420792	14	1561373394422	精
1561373564710	14	1561373536915	单
1563166012648	14	1563165805379	察
1563326142693	14	1563325940134	呈 (NP)
1563696282082	14	1563696251424	並 (no pronounce)
1563697695583	14	1563697674603	市
1563698594986	14	1563698576189	宜
1566137995083	14	1566137977328	怎
1566139412853	14	1566139396789	堂
1566139512010	14	1566139494159	备
1566140595156	14	1566140579968	界
1569027569593	14	1569027564704	战
1569074729572	14	1569074726268	嘛
1569396046488	14	1569396040833	宛 (NP lower part)
1569396134414	14	1569396117331	游
1569499522097	14	1569499487248	斿 (NP)
1569527086419	14	1569527075601	拨
1570044715597	14	1570044701192	超
1570099989047	14	1570099986041	搬
1570103118755	14	1570103112083	式
1570641950378	14	1570641941118	旅
1571288527279	14	1571288504134	龹 (NS)
1571321369638	14	1571321362751	休
1572468403572	14	1572468392756	妇
1572468691856	14	1572468680188	靠
1572468706253	14	1572468691886	练
1572769808912	14	1572769805809	绿
1573240633658	14	1573240625908	冬
1574503526275	14	1574503521036	待
1575196665422	14	1575196651359	附
1575211348913	14	1575211345461	灰
1576824813597	14	1576824795349	柄
1576946309165	14	1576946263650	粉
1577448204433	14	1577448150448	炼
1577724660975	14	1577724633574	段 (LP, NS)
1577782398103	14	1577782395578	衫
1577988765447	14	1577988484098	刷
1578135621034	14	1578135558903	尺 (NS)
1578512539121	14	1578512237452	吓
1579331362200	14	1579331359139	玄 (NS)
1579437007569	14	1579436867972	枉
1579459828704	14	1579459809313	畐 (NS)
1581113457591	14	1581113448173	奋
1582092615910	14	1582092464568	昷 (NP)
1583304498592	14	1583304495349	案
1583653716591	14	1583653694535	奉 (NP)
1585388885834	14	1585388825893	熟
1585389016351	14	1585388988677	财
1587448300719	14	1587448293910	掰
1550919967634	13	1550919910744	七
1550920075456	13	1550920067839	边
1550920140664	13	1550920128749	尔
1550920341448	13	1550920333760	刀
1551542232168	13	1551542142849	明
1551543162932	13	1551543108487	冖 (No story)
1551543660838	13	1551543597071	开
1551544149090	13	1551544042224	千
1551544305860	13	1551544230193	刖 (no pronounce)
1551544410501	13	1551544305868	前
1551615894128	13	1551615820120	哪
1551616553638	13	1551616512619	时
1552162267515	13	1552161073247	山
1552214379029	13	1552214308982	出
1552214805294	13	1552214681923	但
1552938838948	13	1552938772841	电
1552939360870	13	1552939203806	相
1554628225080	13	1554627722250	果
1554629700650	13	1554629638220	卡
1556367367221	13	1556367198180	昨
1557951110803	13	1557951072136	京
1557951529994	13	1557951110815	就
1557952596120	13	1557952525336	读
1557952726654	13	1557952596127	实
1558986830144	13	1558986788856	戊 (no pronounce)
1560109653712	13	1560109533047	户
1561371484071	13	1561371455478	住
1561372570667	13	1561372541817	第 (lower part only, no story)
1561373100177	13	1561373078820	饭
1561373700289	13	1561373658416	拿
1561373778221	13	1561373741538	哈
1562479002321	13	1562478675438	棉
1562665585468	13	1562665407503	爸
1562738806965	13	1562738638126	彩
1562932770603	13	1562932568716	签
1562933159712	13	1562932770653	证
1563192711825	13	1563192549880	交
1563193540652	13	1563193213046	校
1563193923007	13	1563193750362	件
1563695979316	13	1563695937087	向
1563696089502	13	1563696028188	花
1563696540584	13	1563696523961	夬 (no story)
1563696569907	13	1563696540591	块
1563696784087	13	1563696765426	懂
1563697444860	13	1563697419748	最
1563697494971	13	1563697475120	谈
1563698486164	13	1563698465678	姐
1563698758660	13	1563698726146	笔
1566138573069	13	1566138430663	易
1566139799589	13	1566139786204	希
1566140091530	13	1566140071444	甬 (no pronounce)
1566140231183	13	1566140205232	亡 (without lid, no story)
1566140443401	13	1566140421362	匃 (no pronounce)
1566140514556	13	1566140497829	继 (right part, no pronounce)
1568009581105	13	1568009570355	尖
1568021332620	13	1568021330311	恐
1569046580830	13	1569046573527	越
1569087138786	13	1569087131816	唱
1569560280554	13	1569560276112	瓜
1569866645213	13	1569866616181	离 (upper, NP)
1570044675338	13	1570044669044	林
1570173718033	13	1570173714914	戏
1570283650294	13	1570283644934	鞋
1570970099059	13	1570970002217	旅 (RP, lower, NS)
1571334140412	13	1571334123617	急
1571938178276	13	1571938172287	NA
1571940521284	13	1571940514683	NA
1572160082448	13	1572160012701	彦 (NP)
1572197218780	13	1572197004484	包
1572468967521	13	1572468963535	葡
1572858555576	13	1572858550107	木
1574164749770	13	1574164747018	箱
1574187018385	13	1574187013656	NA
1575189412696	13	1575189318167	扁 (NP)
1575535467721	13	1575535391755	楚
1576871218494	13	1576871215745	灵
1577304110976	13	1577304011321	卫
1577305986136	13	1577305951577	NA
1577901662519	13	1577901478195	鼻
1578151757954	13	1578151700770	乔 (NP)
1578153383082	13	1578153238072	湿
1578217728121	13	1578217604567	厌
1578254219059	13	1578253791449	钥
1578599750865	13	1578599561263	播
1578895966158	13	1578895954585	匹
1579365484921	13	1579365334438	吸
1579365974451	13	1579365823225	烦
1580624673076	13	1580624640769	赖 (NP)
1580636475992	13	1580636464801	鹅
1582057170785	13	1582057167916	串
1582474065301	13	1582474013185	膏
1583304698402	13	1583304695613	丝
1585126294709	13	1585126270308	否
1587363197172	13	1587363194161	置
1550920117140	12	1550920110122	大
1550920128710	12	1550920121992	夫
1550920205370	12	1550920197431	动
1550920324263	12	1550920320379	多
1551615274909	12	1551615206857	自
1551615507923	12	1551615415259	阝(no story)
1551615820083	12	1551615766174	那
1552215791885	12	1552215698380	丿(no story, part of 午)
1552216050194	12	1552215998768	午
1552220789108	12	1552220711741	半
1552221496711	12	1552221433720	告
1552938674971	12	1552938579649	里
1552939691676	12	1552939596314	今
1554033025097	12	1554032934447	书
1554033427087	12	1554033357551	火
1554033817116	12	1554033680210	点
1556369609110	12	1556369554367	满 (no pronounce, without water radical)
1557950172495	12	1557950017323	典
1558986992639	12	1558986962281	者 (upper part only, no pronounce)
1558987211809	12	1558987172395	老
1560026766654	12	1560026509628	呢
1560110461244	12	1560110437132	很
1560110483853	12	1560110461254	根
1561371720676	12	1561371694031	完
1561371951498	12	1561371922485	平
1561372226632	12	1561372196036	些
1561372825032	12	1561372782031	咖
1561372850381	12	1561372825039	非
1561373154462	12	1561373129656	米
1561373197843	12	1561373154470	青
1563209290790	12	1563209116163	芽
1563696228503	12	1563696147590	业
1563696591000	12	1563696569916	快
1563696851656	12	1563696821964	睡
1563698534705	12	1563698511437	租
1566136928021	12	1566136636823	台
1566137639247	12	1566137613478	谁
1566137864746	12	1566137844287	病
1566138638001	12	1566138616867	场
1566138692347	12	1566138681888	乃 (no story)
1566139339572	12	1566139310012	周
1566139428985	12	1566139412863	常
1567925958167	12	1567925955611	港
1569027730951	12	1569027725089	境
1569027906366	12	1569027902153	担
1569399332748	12	1569399329631	错
1569741190936	12	1569741186584	离
1569770591456	12	1569770584441	街
1569780820789	12	1569780806640	章
1569829568368	12	1569829563650	辣
1569866616155	12	1569866571213	凶 (NP)
1569905701853	12	1569905663979	巷 (NP)
1570100055012	12	1570100051084	秋
1570509832792	12	1570509705998	药
1570695882105	12	1570695866512	卯 (NS)
1570891296521	12	1570891288049	舞
1571334260591	12	1571334231316	够
1571475189052	12	1571475186538	冒
1571583447069	12	1571583441317	脑
1572468312691	12	1572468307570	考
1573106334898	12	1573106331388	兼 (NP)
1573625310337	12	1573625266356	春 (top, NS)
1573994188161	12	1573994174460	啬 (NP)
1576044362520	12	1576044356828	炒
1576617218466	12	1576617194639	逃
1576870861205	12	1576870858193	研
1577301260171	12	1577301208854	纹
1577304002873	12	1577301260234	威
1577308064042	12	1577308056875	帽
1577801955835	12	1577799912729	蔬
1578148758715	12	1578148754558	蕉
1578326527733	12	1578326154141	丘 (NS)
1578550245984	12	1578550059678	缚
1579361821361	12	1579361692812	封
1585716277312	12	1585716267244	孰 (NP)
1586090415738	12	1586090393171	赚
1586325567156	12	1586325562459	姿
1586365933646	12	1586365927071	凉
1586930494055	12	1586930491189	析
1587621718280	12	1587621712385	惩
1587621725553	12	1587621718315	罚
1550918501601	11	1550918468189	几
1550920094176	11	1550920090291	下
1550920293426	11	1550920275197	说
1551542494541	11	1551542370138	另 (no pronounce)
1551543491811	11	1551543437467	车
1551543818688	11	1551543760835	法
1551615077354	11	1551615024388	安
1552160936615	11	1552160871933	豕 (no story)
1552161073199	11	1552160936665	家
1552220927504	11	1552220837957	生 (without label, no story)
1552221724542	11	1552221684809	河
1552222109169	11	1552222021009	发
1554032196789	11	1554032093056	没
1554628787073	11	1554628734963	政
1554630136170	11	1554630025591	回
1556368054075	11	1556367888165	坐
1556368593323	11	1556368463950	现
1556369248542	11	1556369100699	肉
1557951865682	11	1557951766889	听
1557952263746	11	1557952223776	头 (only spots, no pronounce)
1558986732427	11	1558986676701	音
1561371455471	11	1561371407754	主
1561371609964	11	1561371578110	元
1561371638892	11	1561371609974	园
1561372104961	11	1561372064340	事 (lower part only, no story)
1561372135950	11	1561372104982	事
1561372619822	11	1561372591797	弟
1561373536908	11	1561373518938	停
1562505113364	11	1562504862325	护
1562661060247	11	1562658702265	次
1562664335397	11	1562664182315	爱 (top six strokes, no pronounce)
1562664975405	11	1562664798660	父
1562665179731	11	1562665027709	吧
1563010239008	11	1563010114956	烤
1563165483569	11	1563165351191	警
1563166232549	11	1563166089001	景
1563185791629	11	1563185541727	送
1563695937079	11	1563695892420	向 (minus droplet, no pronounce)
1563696523951	11	1563696496743	英
1563697195145	11	1563697176705	艺
1563697216167	11	1563697195154	乞
1563697963823	11	1563697854454	示
1563698251279	11	1563698222137	衣
1563698391779	11	1563698369496	被
1565813574282	11	1565813537137	数 (left part only, no pronounce)
1565813650963	11	1565813625964	层
1565813870029	11	1565813845531	员
1566138596882	11	1566138573118	踢
1566139282794	11	1566139143899	喜
1566139310006	11	1566139282828	周 (inner part, no pronounce)
1567926014300	11	1567926011914	油
1569027191889	11	1569027035486	骑
1569046228610	11	1569046222461	馆
1569087164679	11	1569087151199	害
1569474367280	11	1569474362998	菜
1569527359706	11	1569527349545	糟
1569610538802	11	1569610533407	忆
1569654108259	11	1569653992163	赛 (without shell, NP)
1569769958329	11	1569769954348	胖
1569906505079	11	1569906491960	耑 (NP)
1570288435049	11	1570288430896	NA
1570336022734	11	1570336019849	囱 (NS)
1570642390622	11	1570642386798	掉
1570644951990	11	1570644949070	怪
1571201963868	11	1571201956450	王
1571334024364	11	1571334017261	刚
1571335054192	11	1571335046610	奇
1571763931487	11	1571763919742	扫
1571769167565	11	1571769136613	冒 (upper, NS)
1572206559022	11	1572206550598	转
1572468488186	11	1572468463540	受
1572892298565	11	1572892291847	零
1573453372589	11	1573453366209	匋 (NP)
1573498619634	11	1573498613207	脸
1574594009838	11	1574594007083	裙
1575213287369	11	1575213277999	柿
1575824390223	11	1575824327842	架
1576656819728	11	1576656785716	魏
1576948011751	11	1576947886213	光
1577258585921	11	1577258568919	葱
1577701673270	11	1577701646944	鲜
1577781759756	11	1577781656645	禺 (NP)
1577799912660	11	1577799741691	熊
1578151945269	11	1578151888579	NA
1578327148184	11	1578326527768	顶
1578327988796	11	1578327148219	厚
1578512237417	11	1578512087871	迷
1579366727348	11	1579366450307	横
1580327739048	11	1580327726689	亢 (NP)
1580709395889	11	1580709261048	乘
1583304740316	11	1583304737201	绒
1585669304817	11	1585669301896	频
1587448009703	11	1587448002711	模
1587448305819	11	1587448300749	弯
1587706838448	11	1587706833591	冠
1588312247486	11	1588312244512	哲
1550919414198	10	1550919355398	门
1550920090253	10	1550920083503	上
1550920350569	10	1550920345696	至
1551542746633	10	1551542673973	如
1551615659883	10	1551615612635	阴
1551616618315	10	1551616553646	过
1552215356090	10	1552215310465	公
1552221840454	10	1552221779084	阿
1552939102454	10	1552938999452	心
1554032093049	10	1554032002737	殳 (no pronounce)
1554033291745	10	1554033208483	拉
1554033658656	10	1554033567896	站
1554629516983	10	1554629444803	亲
1557950367135	10	1557950172504	红
1557951579665	10	1557951530049	斤
1560110342382	10	1560110285057	钟
1561371694000	10	1561371669121	玩
1561372165093	10	1561372135957	面
1561372893668	10	1561372850389	啡
1561373630608	10	1561373595472	简
1561373818760	10	1561373778231	给
1563010075535	10	1563009807178	永
1563014080852	10	1563013934149	烫
1563016861430	10	1563014080900	区
1563185541681	10	1563185280147	关
1563697076260	10	1563697056921	飞
1565813356445	10	1565813319356	支
1565813436317	10	1565813403563	等
1566137592075	10	1566137570427	刻
1566139494149	10	1566139473631	务
1566139750055	10	1566139733770	感
1569046194415	10	1569046167343	李
1569523265853	10	1569523168187	斿 (NP)
1569572865616	10	1569572845123	椒
1569612902793	10	1569612898454	敏
1569737881233	10	1569737876351	龙
1569954225356	10	1569954219012	兴
1571334325528	10	1571334308788	保
1571335236012	10	1571335228916	像
1571554722781	10	1571554717048	双
1571857229155	10	1571857209311	尧 (top, NS)
1572009939978	10	1572009932705	NA
1572156415764	10	1572156350639	NA
1572468760426	10	1572468746180	赶
1572468853133	10	1572468831991	仁
1572700937089	10	1572700931214	NA
1572980626836	10	1572980618988	厘
1573890580210	10	1573890577101	篮
1574402439390	10	1574402398311	哭 (upper, NP)
1575189457991	10	1575189412830	扁 (LOWER, NS)
1575707670830	10	1575707661204	击
1576331494303	10	1576331488415	NA
1576824825156	10	1576824813621	刺
1576946263603	10	1576945850161	毒
1576946748674	10	1576946746104	尾
1577902022873	10	1577901662536	狮
1578060638737	10	1578060626956	NA
1578895954561	10	1578895937382	独
1584304226989	10	1584304155967	麦
1584734889317	10	1584734872902	洲
1585668921460	10	1585668918432	罩
1586197410338	10	1586197407339	厉
1586930035297	10	1586930030853	屁
1587449593682	10	1587449590591	获
1588312355025	10	1588312352120	辞
1550765217019	9	1550765159249	四
1550920062114	9	1550920052209	六
1550920121941	9	1550920117187	太
1550920261818	9	1550920256833	来
1550920307366	9	1550920293450	吾 (no pronounce)
1551543325171	9	1551543211693	''' + 冖 (no pronounce)
1551615144625	9	1551615077361	字
1552426665725	9	1552426509356	到
1552938276071	9	1552938187085	打
1552938507229	9	1552938491627	田 (no story)
1552938579640	9	1552938507235	男
1554032002730	9	1554031881440	年
1554033512773	9	1554033427093	灯
1554033922667	9	1554033817129	店
1556368784305	9	1556368689416	再
1557952451706	9	1557952371440	买
1560110506194	9	1560110483862	跟
1561372381755	9	1561372360620	北
1561373222233	9	1561373197852	请
1561373394415	9	1561373330822	睛
1562479429196	9	1562479117040	茄
1562483436454	9	1562483169182	度
1562656816396	9	1562656774977	卑 (no story)
1563187721595	9	1563187467528	少
1563695756268	9	1563695690921	哥
1565813484927	9	1565813462977	特
1565813537127	9	1565813514014	风
1565813845519	9	1565813823626	题
1565813954209	9	1565813929155	台
1566137340295	9	1566137321920	医
1566138155126	9	1566138135450	因
1566140250047	9	1566140231214	亡 (no pronounce)
1566140323229	9	1566140307600	望
1567925918925	9	1567925913218	丑
1569087301087	9	1569087295501	钱
1569474758634	9	1569474753941	宝
1569591827805	9	1569591822164	伞
1569686362987	9	1569686351766	笑
1569905532636	9	1569905436567	则 (NP)
1570099860644	9	1570099857896	牙
1570131006378	9	1570131001100	甜
1571068806353	9	1571068801505	慢
1571075897505	9	1571075688413	夏
1571335128161	9	1571335123388	梦
1571583667181	9	1571583659573	叔
1572412962596	9	1572412956150	美
1572701389174	9	1572701386576	餐
1572763774153	9	1572763763348	NA
1572861935179	9	1572861932408	镸 (NS)
1573549120146	9	1573549114952	NA
1573658041754	9	1573657941610	斥 (NP)
1574499499203	9	1574499496000	NA
1575007356309	9	1575007353458	夅 (NP)
1576656680321	9	1576656669615	隆
1576656959534	9	1576656819771	雅
1576856059555	9	1576856032959	紫
1578147041798	9	1578146962270	夷 (NS)
1578148087694	9	1578147989781	邮
1578250339471	9	1578250226376	猜
1578512087845	9	1578512003360	雾
1578741663885	9	1578741506889	蠢
1578826055900	9	1578826051606	NA
1579362699028	9	1579362404438	存
1579433329609	9	1579433167857	寄
1581448403916	9	1581448397028	淇
1582924034018	9	1582923993649	植
1583353094919	9	1583353046694	隔
1585388781100	9	1585388502984	严
1586930574295	9	1586930571225	贪
1588740208344	9	1588740203687	怀
1550765291110	8	1550765217055	十
1550918733358	8	1550918662143	力
1550919668118	8	1550919414229	正
1550920167217	8	1550920161184	土 (no story)
1550920275143	8	1550920270308	兑 (no pronounce)
1552214308972	8	1552214245127	班
1552216109498	8	1552216050204	禾 (no pronounce)
1552938891695	8	1552938838954	冂 (no story)
1556366942792	8	1556366610596	能
1556369865884	8	1556369793834	它
1557313450012	8	1557313273524	宽
1557952018319	8	1557951966116	经 (only right part, no pronounce)
1557952371431	8	1557952346362	乛 (no story)
1561371990356	8	1561371951506	苹
1561372661429	8	1561372619831	劳 (upper two parts, no pronounce)
1561373455258	8	1561373420799	亮 (top three parts, no pronounce)
1562300152822	8	1562300008839	品
1562657002365	8	1562656816448	啤
1562664638208	8	1562664335431	爱
1563166659526	8	1563166516601	周
1563174623798	8	1563174509399	死
1563192549830	8	1563187721643	步
1563696765419	8	1563696746898	董 (no pronounce)
1563697149345	8	1563697132681	乙 (no story)
1563697396216	8	1563697375017	嘴 (minus mouth, no pronounce)
1563697796858	8	1563697772343	带 (lower part, no pronounce)
1563697987438	8	1563697963844	票
1563698639938	8	1563698616478	直 (lower part only, no story)
1563698685169	8	1563698660340	真
1566137027246	8	1566137006987	谷 (no pronounce)
1566137359905	8	1566137340306	贵 (top only, no pronounce)
1566137481749	8	1566137457387	嗽 (without mouth, no pronounce)
1566137551316	8	1566137531040	孩
1566138306127	8	1566138252101	球
1566139473621	8	1566139448492	条
1566140461286	8	1566140443409	曷 (NP)
1566140565080	8	1566140545143	介 (lower part, no story)
1569027792883	8	1569027789182	查
1569046201029	8	1569046194465	刘
1569168342793	8	1569168144895	召 (np)
1569499403635	8	1569499369476	碗
1569499662771	8	1569499636990	昔 (NP)
1570092962308	8	1570092956618	冷
1570971711732	8	1570971706432	屯 (NS)
1571029855806	8	1571029716157	览 (top, NP)
1571287576415	8	1571287539942	卓 (NS)
1571308569332	8	1571308534507	叟 (NS)
1571857194228	8	1571857160408	NA
1572169140464	8	1572169060556	戴 (outer, NP)
1572329206609	8	1572329201955	耳
1572338162261	8	1572338156576	晚
1572468648077	8	1572468626320	营
1573626440151	8	1573626415000	肖 (NP)
1574229942550	8	1574229873478	佥 (NP)
1575794792685	8	1575794782927	梨
1576617559972	8	1576617404048	盘
1576946398951	8	1576946309191	NA
1577219714387	8	1577219708871	鸟
1577992392481	8	1577991913227	盒
1577993372390	8	1577993105954	滑
1578150413840	8	1578150367998	焦 (NP)
1578548861341	8	1578548815004	甲 (NS)
1578731694459	8	1578731573572	郎 (NP)
1580929104448	8	1580929087833	杀
1581448409579	8	1581448403964	淋
1586366128762	8	1586366119632	寒
1588015114736	8	1588014917014	摆
1550758191566	7	1550758096064	我
1550758433382	7	1550758191606	你
1550758537559	7	1550758480586	二
1550765063134	7	1550764935378	小
1550918921633	7	1550918825222	子
1550919355350	7	1550919243726	文
1550919848119	7	1550919735434	什
1550919910698	7	1550919848166	五
1550920052168	7	1550919967687	九
1550920256808	7	1550920251630	妹
1551542142813	7	1551542045129	天
1551542370097	7	1551542257935	汉
1551542891508	7	1551542816954	丁 (no story)
1551543211686	7	1551543162940	''' (three angled dots, no story)
1551543597064	7	1551543561958	廾 (no story)
1551544042216	7	1551543980554	- (gently slanting stroke, down left, no story)
1551615024375	7	1551614931778	宀 (no story)
1551616181504	7	1551616139556	酉 (no story)
1551616259064	7	1551616181512	酒
1551616730677	7	1551616677826	射 (no pronounce)
1552221035822	7	1552220927510	生
1552222157392	7	1552222109230	工
1555360371684	7	1555360189140	在
1557951966105	7	1557951940500	经 (top right part, no story)
1558987433023	7	1558987382682	然 (top part, no pronounce)
1560110643258	7	1560110633699	饣 (no story)
1561372261932	7	1561372226639	倍 (only right part, no pronounce)
1562656206254	7	1562656147998	丩(no story)
1563166516552	7	1563166266058	调
1563696362922	7	1563696341670	吏 (no story)
1563697639036	7	1563697605842	度
1563698015521	7	1563697987445	漂
1563698039788	7	1563698015528	礻(no story)
1563698189053	7	1563698153576	表 (lower half, no story)
1565813403552	7	1565813382547	寺 (no pronounce)
1565813910043	7	1565813888937	高
1566137232233	7	1566137207443	声
1566137309327	7	1566137290949	知
1566137401503	7	1566137381306	您
1566137613468	7	1566137592121	隹 (NS)
1566137736963	7	1566137713447	夂 (no story)
1566139122315	7	1566138876667	吉 (no pronounce)
1566140477715	7	1566140461295	喝
1569867363632	7	1569867303991	圭 (NP)
1569867688231	7	1569867683818	画
1569905878322	7	1569905838062	疋 (NS)
1570044678965	7	1570044675360	森
1570164719097	7	1570164610618	令 (NP)
1571069134129	7	1571069131325	减
1571471466057	7	1571471422426	狂 (NP)
1571763948779	7	1571763931517	澡
1572518315243	7	1572518310380	商
1573539152931	7	1573539057711	冏 (NP)
1574142088806	7	1574142069806	苗 (NP)
1575007954977	7	1575007952113	斗 (NS)
1576476753930	7	1576476749061	网
1576696228480	7	1576696223172	兰
1577304618248	7	1577304603721	沿
1577884798484	7	1577884790823	爷
1577901478172	7	1577901293691	鸵 (NS)
1577993426504	7	1577993377813	骨 (NS)
1578148754481	7	1578148749557	NA
1578166328343	7	1578166139072	疯
1578815620063	7	1578815510756	番 (NP)
1579360232614	7	1579360100199	丰
1579436725484	7	1579436558498	航
1580471576921	7	1580471549549	羽
1581182764969	7	1581182761760	刅 (NS)
1582782541880	7	1582782507106	溥 (NP)
1583050712200	7	1583050643358	洛 (NP)
1583352470658	7	1583352396569	闪
1583352986983	7	1583352939599	棒
1583613258236	7	1583613236661	岛
1587790757101	7	1587790754532	闷
1588274034284	7	1588274031509	济
1588422901283	7	1588422898585	欧
1550758480530	6	1550758433415	一
1550758600254	6	1550758537594	三
1550918662087	6	1550918597460	杯
1550918825191	6	1550918733409	女
1550919243691	6	1550919164214	勺 (no pronounce)
1550919735373	6	1550919668232	手
1550920067793	6	1550920062149	百
1551542816948	6	1551542746645	彳(no pronounce)
1551615612626	6	1551615507956	阳
1551616417906	6	1551616397126	寸 (no story)
1552214681916	6	1552214648051	旦 (no pronounce)
1552215906497	6	1552215791892	/- (no pronounce, a label attached to a unicorn)
1552939596307	6	1552939558704	"Right-pointing ""V"" (no story)"
1554628734954	6	1554628634141	政 (right part only, no pronounce)
1554629030541	6	1554628986147	胡 (no pronounce)
1554630230584	6	1554630136183	妾 (no prounounce)
1554630854778	6	1554630777059	这
1560110437123	6	1560110421534	艮 (no story)
1561372360588	6	1561372341979	丬(no story)
1562656406119	6	1562656206291	叫
1563012004263	6	1563010863538	壶
1563697056866	6	1563696851663	飞 (without two dots, no story)
1563697552981	6	1563697540163	丂 (no story)
1563698322526	6	1563698281810	衤(no story)
1565813807644	6	1565813770189	贝 (no pronounce)
1566138229928	6	1566138211521	水
1566138331308	6	1566138306133	勿 (NS)
1566138616854	6	1566138596891	场 (only right part, no story)
1566138821872	6	1566138800813	原
1566139908602	6	1566139799599	印 (right part, no pronounce)
1566140346057	6	1566140323238	雨
1569524694371	6	1569524664243	卬 (LP NS)
1569654138430	6	1569654108295	赛 (no shell and no lid, NS)
1570288652116	6	1570288649202	盲
1570509587920	6	1570509547564	廴 (NS)
1570971881543	6	1570971836786	舞 (upper, NS)
1572159730143	6	1572159680831	瓦 (NS)
1572468451011	6	1572468434538	幺
1572614740010	6	1572614735460	NA
1572932609921	6	1572932604907	NA
1573382114745	6	1573382109634	猫
1573540740852	6	1573540671822	丸 (NP)
1573625817584	6	1573625814296	吕 (NS)
1573749031135	6	1573749007555	酱 (top, NS)
1574228758283	6	1574228735555	锁 (RP, NS)
1576698443498	6	1576698438706	鬼
1577089776264	6	1577089691868	奴 (NP)
1577782252514	6	1577782247201	冰
1578151888553	6	1578151831163	歹 (NP)
1581752729818	6	1581752687421	囟 (NS)
1583214802598	6	1583214794667	堇 (NS)
1583353127052	6	1583353094970	剧
1583653576440	6	1583653543910	鬲 (NS)
1583819914529	6	1583819870850	饼
1583824208285	6	1583824201193	丽
1583865889429	6	1583865886574	芒
1585388799783	6	1585388781159	律
1585388942205	6	1585388916325	嘿
1588434584919	6	1588434568269	偷
1550918439123	5	1550918347783	口
1550918468165	5	1550918439165	日
1550918597397	5	1550918501651	机
1550918982833	5	1550918921668	好
1550919106649	5	1550918982867	八
1550919164174	5	1550919106684	白
1550920083474	5	1550920075502	卜 (no pronounce)
1550920110086	5	1550920098130	妈
1550920221735	5	1550920217174	玉 (no pronounce)
1550920270288	5	1550920265320	兄 (no pronounce)
1551000871125	5	1551000769088	中
1551542257886	5	1551542232201	氵(no story)
1551543874546	5	1551543818696	耳 (No story)
1551615766167	5	1551615659891	那 (left part, no story)
1552215452843	5	1552215143228	乚 (no story, the bend in 以)
1552220686388	5	1552220605080	半 (without top horns, no story)
1552221328808	5	1552221230515	牛 (without bottom tail, no pronounce)
1552937979140	5	1552937930251	而 (lower part only, no pronounce)
1552938104517	5	1552938062425	扌 (no story)
1554032658758	5	1554032618935	弓 (no story)
1554033680205	5	1554033658710	灬 (no story)
1554630310275	5	1554630279940	羊 (no story)
1555360189078	5	1555360063999	在 (only surrounding part, no story)
1556366610571	5	1556366477652	匕 (no story)
1556367043572	5	1556367023307	乍 (no story)
1556368798923	5	1556368784345	艹 (no story)
1557950933932	5	1557950856643	犬 (no pronounce)
1558987104777	5	1558987078262	猪 (left part only, no story)
1560025986716	5	1560025933160	当 (bara nedre, ingen historia)
1560110067330	5	1560110049012	巳 (no story)
1560110285051	5	1560110257595	钅(no story)
1561371578101	5	1561371550791	兀 (no pronounce)
1561372517876	5	1561372491913	算 (upper part only, no story)
1561373294929	5	1561373273202	忄(no story)
1562658317020	5	1562658286310	冫(no story)
1562661723509	5	1562661672460	爪 (no story)
1563166063067	5	1563166012686	祭 (no pronounce)
1563696821955	5	1563696784097	垂 (no story)
1563697235051	5	1563697216177	吃
1563697605833	5	1563697589237	廿 (no story)
1563697772337	5	1563697753915	带 (top part, no story)
1566137844276	5	1566137826958	疒 (no story)
1566140371701	5	1566140362807	彡 (no story)
1569650624167	5	1569650618767	氏 (no story)
1569866667263	5	1569866645220	离 (lower, NP)
1570077020733	5	1570076976471	皿 (ns)
1570509623321	5	1570509588008	聿 (NS)
1570971381368	5	1570971339288	兆 (NS)
1571289159791	5	1571289134215	曼 (NS, middle)
1572169315081	5	1572169270206	共 (only upper, NS)
1572893908099	5	1572893905198	旡 (NS)
1573540800280	5	1573540740878	丸 (NS, crossing stroke)
1576129811222	5	1576129733844	玨 (NS)
1576476021208	5	1576475982163	率 (NS)
1576697240859	5	1576697231513	舟 (NS)
1577515306605	5	1577515267371	候 (RP, NS)
